county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,military,provisional,emergency
Clatsop,39,Attorney General,,James Leuenberger,CON,26,,,,,,
Clatsop,40,Attorney General,,James Leuenberger,CON,17,,,,,,
Clatsop,43,Attorney General,,James Leuenberger,CON,6,,,,,,
Clatsop,44,Attorney General,,James Leuenberger,CON,16,,,,,,
Clatsop,45,Attorney General,,James Leuenberger,CON,1,,,,,,
Clatsop,46,Attorney General,,James Leuenberger,CON,9,,,,,,
Clatsop,47,Attorney General,,James Leuenberger,CON,48,,,,,,
Clatsop,48,Attorney General,,James Leuenberger,CON,18,,,,,,
Clatsop,50,Attorney General,,James Leuenberger,CON,15,,,,,,
Clatsop,52,Attorney General,,James Leuenberger,CON,6,,,,,,
Clatsop,1,Attorney General,,Ellen Rosenblum,DEM,251,,,,,,
Clatsop,2,Attorney General,,Ellen Rosenblum,DEM,419,,,,,,
Clatsop,3,Attorney General,,Ellen Rosenblum,DEM,428,,,,,,
Clatsop,4,Attorney General,,Ellen Rosenblum,DEM,240,,,,,,
Clatsop,5,Attorney General,,Ellen Rosenblum,DEM,458,,,,,,
Clatsop,6,Attorney General,,Ellen Rosenblum,DEM,263,,,,,,
Clatsop,7,Attorney General,,Ellen Rosenblum,DEM,440,,,,,,
Clatsop,8,Attorney General,,Ellen Rosenblum,DEM,233,,,,,,
Clatsop,20,Attorney General,,Ellen Rosenblum,DEM,494,,,,,,
Clatsop,21,Attorney General,,Ellen Rosenblum,DEM,235,,,,,,
Clatsop,22,Attorney General,,Ellen Rosenblum,DEM,279,,,,,,
Clatsop,23,Attorney General,,Ellen Rosenblum,DEM,422,,,,,,
Clatsop,24,Attorney General,,Ellen Rosenblum,DEM,85,,,,,,
Clatsop,25,Attorney General,,Ellen Rosenblum,DEM,423,,,,,,
Clatsop,26,Attorney General,,Ellen Rosenblum,DEM,121,,,,,,
Clatsop,28,Attorney General,,Ellen Rosenblum,DEM,133,,,,,,
Clatsop,29,Attorney General,,Ellen Rosenblum,DEM,168,,,,,,
Clatsop,30,Attorney General,,Ellen Rosenblum,DEM,471,,,,,,
Clatsop,31,Attorney General,,Ellen Rosenblum,DEM,253,,,,,,
Clatsop,35,Attorney General,,Ellen Rosenblum,DEM,99,,,,,,
Clatsop,36,Attorney General,,Ellen Rosenblum,DEM,145,,,,,,
Clatsop,37,Attorney General,,Ellen Rosenblum,DEM,355,,,,,,
Clatsop,38,Attorney General,,Ellen Rosenblum,DEM,345,,,,,,
Clatsop,39,Attorney General,,Ellen Rosenblum,DEM,351,,,,,,
Clatsop,40,Attorney General,,Ellen Rosenblum,DEM,304,,,,,,
Clatsop,43,Attorney General,,Ellen Rosenblum,DEM,67,,,,,,
Clatsop,44,Attorney General,,Ellen Rosenblum,DEM,262,,,,,,
Clatsop,45,Attorney General,,Ellen Rosenblum,DEM,90,,,,,,
Clatsop,46,Attorney General,,Ellen Rosenblum,DEM,173,,,,,,
Clatsop,47,Attorney General,,Ellen Rosenblum,DEM,783,,,,,,
Clatsop,48,Attorney General,,Ellen Rosenblum,DEM,258,,,,,,
Clatsop,50,Attorney General,,Ellen Rosenblum,DEM,161,,,,,,
Clatsop,52,Attorney General,,Ellen Rosenblum,DEM,195,,,,,,
Clatsop,1,Attorney General,,Write-ins,,0,,,,,,
Clatsop,2,Attorney General,,Write-ins,,0,,,,,,
Clatsop,3,Attorney General,,Write-ins,,3,,,,,,
Clatsop,4,Attorney General,,Write-ins,,0,,,,,,
Clatsop,5,Attorney General,,Write-ins,,2,,,,,,
Clatsop,6,Attorney General,,Write-ins,,0,,,,,,
Clatsop,7,Attorney General,,Write-ins,,1,,,,,,
Clatsop,8,Attorney General,,Write-ins,,0,,,,,,
Clatsop,20,Attorney General,,Write-ins,,0,,,,,,
Clatsop,21,Attorney General,,Write-ins,,3,,,,,,
Clatsop,22,Attorney General,,Write-ins,,0,,,,,,
Clatsop,23,Attorney General,,Write-ins,,0,,,,,,
Clatsop,24,Attorney General,,Write-ins,,0,,,,,,
Clatsop,25,Attorney General,,Write-ins,,2,,,,,,
Clatsop,26,Attorney General,,Write-ins,,0,,,,,,
Clatsop,28,Attorney General,,Write-ins,,0,,,,,,
Clatsop,29,Attorney General,,Write-ins,,0,,,,,,
Clatsop,30,Attorney General,,Write-ins,,0,,,,,,
Clatsop,31,Attorney General,,Write-ins,,1,,,,,,
Clatsop,35,Attorney General,,Write-ins,,0,,,,,,
Clatsop,36,Attorney General,,Write-ins,,0,,,,,,
Clatsop,37,Attorney General,,Write-ins,,0,,,,,,
Clatsop,38,Attorney General,,Write-ins,,0,,,,,,
Clatsop,39,Attorney General,,Write-ins,,1,,,,,,
Clatsop,40,Attorney General,,Write-ins,,2,,,,,,
Clatsop,43,Attorney General,,Write-ins,,1,,,,,,
Clatsop,44,Attorney General,,Write-ins,,0,,,,,,
Clatsop,45,Attorney General,,Write-ins,,0,,,,,,
Clatsop,46,Attorney General,,Write-ins,,0,,,,,,
Clatsop,47,Attorney General,,Write-ins,,3,,,,,,
Clatsop,48,Attorney General,,Write-ins,,1,,,,,,
Clatsop,50,Attorney General,,Write-ins,,0,,,,,,
Clatsop,52,Attorney General,,Write-ins,,0,,,,,,
Clatsop,1,State House,32,Jim Welsh,CON,93,,,,,,
Clatsop,2,State House,32,Jim Welsh,CON,102,,,,,,
Clatsop,3,State House,32,Jim Welsh,CON,106,,,,,,
Clatsop,4,State House,32,Jim Welsh,CON,83,,,,,,
Clatsop,5,State House,32,Jim Welsh,CON,101,,,,,,
Clatsop,6,State House,32,Jim Welsh,CON,54,,,,,,
Clatsop,7,State House,32,Jim Welsh,CON,83,,,,,,
Clatsop,8,State House,32,Jim Welsh,CON,78,,,,,,
Clatsop,20,State House,32,Jim Welsh,CON,141,,,,,,
Clatsop,21,State House,32,Jim Welsh,CON,136,,,,,,
Clatsop,22,State House,32,Jim Welsh,CON,135,,,,,,
Clatsop,23,State House,32,Jim Welsh,CON,255,,,,,,
Clatsop,24,State House,32,Jim Welsh,CON,37,,,,,,
Clatsop,25,State House,32,Jim Welsh,CON,137,,,,,,
Clatsop,26,State House,32,Jim Welsh,CON,42,,,,,,
Clatsop,28,State House,32,Jim Welsh,CON,92,,,,,,
Clatsop,29,State House,32,Jim Welsh,CON,79,,,,,,
Clatsop,30,State House,32,Jim Welsh,CON,145,,,,,,
Clatsop,31,State House,32,Jim Welsh,CON,151,,,,,,
Clatsop,35,State House,32,Jim Welsh,CON,51,,,,,,
Clatsop,36,State House,32,Jim Welsh,CON,77,,,,,,
Clatsop,37,State House,32,Jim Welsh,CON,143,,,,,,
Clatsop,38,State House,32,Jim Welsh,CON,106,,,,,,
Clatsop,39,State House,32,Jim Welsh,CON,102,,,,,,
Clatsop,40,State House,32,Jim Welsh,CON,125,,,,,,
Clatsop,43,State House,32,Jim Welsh,CON,25,,,,,,
Clatsop,44,State House,32,Jim Welsh,CON,106,,,,,,
Clatsop,45,State House,32,Jim Welsh,CON,31,,,,,,
Clatsop,46,State House,32,Jim Welsh,CON,75,,,,,,
Clatsop,47,State House,32,Jim Welsh,CON,448,,,,,,
Clatsop,48,State House,32,Jim Welsh,CON,176,,,,,,
Clatsop,50,State House,32,Jim Welsh,CON,72,,,,,,
Clatsop,52,State House,32,Jim Welsh,CON,68,,,,,,
Clatsop,1,State House,32,Deborah Boone,DEM,282,,,,,,
Clatsop,2,State House,32,Deborah Boone,DEM,449,,,,,,
Clatsop,3,State House,32,Deborah Boone,DEM,490,,,,,,
Clatsop,4,State House,32,Deborah Boone,DEM,270,,,,,,
Clatsop,5,State House,32,Deborah Boone,DEM,515,,,,,,
Clatsop,6,State House,32,Deborah Boone,DEM,286,,,,,,
Clatsop,7,State House,32,Deborah Boone,DEM,505,,,,,,
Clatsop,8,State House,32,Deborah Boone,DEM,241,,,,,,
Clatsop,20,State House,32,Deborah Boone,DEM,588,,,,,,
Clatsop,21,State House,32,Deborah Boone,DEM,303,,,,,,
Clatsop,22,State House,32,Deborah Boone,DEM,342,,,,,,
Clatsop,23,State House,32,Deborah Boone,DEM,524,,,,,,
Clatsop,24,State House,32,Deborah Boone,DEM,93,,,,,,
Clatsop,25,State House,32,Deborah Boone,DEM,525,,,,,,
Clatsop,26,State House,32,Deborah Boone,DEM,138,,,,,,
Clatsop,28,State House,32,Deborah Boone,DEM,154,,,,,,
Clatsop,29,State House,32,Deborah Boone,DEM,185,,,,,,
Clatsop,30,State House,32,Deborah Boone,DEM,535,,,,,,
Clatsop,31,State House,32,Deborah Boone,DEM,337,,,,,,
Clatsop,35,State House,32,Deborah Boone,DEM,132,,,,,,
Clatsop,36,State House,32,Deborah Boone,DEM,198,,,,,,
Clatsop,37,State House,32,Deborah Boone,DEM,410,,,,,,
Clatsop,38,State House,32,Deborah Boone,DEM,376,,,,,,
Clatsop,39,State House,32,Deborah Boone,DEM,413,,,,,,
Clatsop,40,State House,32,Deborah Boone,DEM,383,,,,,,
Clatsop,43,State House,32,Deborah Boone,DEM,86,,,,,,
Clatsop,44,State House,32,Deborah Boone,DEM,293,,,,,,
Clatsop,45,State House,32,Deborah Boone,DEM,109,,,,,,
Clatsop,46,State House,32,Deborah Boone,DEM,208,,,,,,
Clatsop,47,State House,32,Deborah Boone,DEM,959,,,,,,
Clatsop,48,State House,32,Deborah Boone,DEM,284,,,,,,
Clatsop,50,State House,32,Deborah Boone,DEM,166,,,,,,
Clatsop,52,State House,32,Deborah Boone,DEM,216,,,,,,
Clatsop,1,State House,32,Perry Roll,LBT,24,,,,,,
Clatsop,2,State House,32,Perry Roll,LBT,19,,,,,,
Clatsop,3,State House,32,Perry Roll,LBT,35,,,,,,
Clatsop,4,State House,32,Perry Roll,LBT,25,,,,,,
Clatsop,5,State House,32,Perry Roll,LBT,37,,,,,,
Clatsop,6,State House,32,Perry Roll,LBT,16,,,,,,
Clatsop,7,State House,32,Perry Roll,LBT,26,,,,,,
Clatsop,8,State House,32,Perry Roll,LBT,16,,,,,,
Clatsop,20,State House,32,Perry Roll,LBT,39,,,,,,
